Fecha,hora,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1/6/2021,8:00:01 a. m.,( Comprar|122),( Mirar|33),( Vandalizar|0),(), ( Vandalizar|0),( Mirar|33),( Mirar|33),( Mirar|33),( Mirar|33),( Mirar|22),( Mirar|99),( Mirar|99),(),(),(),(),( Mirar|23),( Mirar|23)
1/6/2021,8:00:12 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:13 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:14 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:15 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:16 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:17 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:18 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:19 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:20 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:21 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:22 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:23 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:24 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:25 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:26 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:27 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:28 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:29 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:30 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:31 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:32 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:33 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:34 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:35 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:36 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:37 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:38 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:39 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:40 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:41 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:42 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:43 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:44 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:45 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:46 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:47 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:48 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:49 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:50 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:51 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:52 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:53 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:54 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:55 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:56 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:57 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:58 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:00:59 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:00 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:01 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:02 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:03 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:04 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:05 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:06 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:07 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:08 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:09 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:10 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:11 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:12 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:13 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:14 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:15 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:16 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:17 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:18 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:19 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:20 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:21 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:22 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:23 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
1/6/2021,8:01:24 a. m.,( Mirar|99),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56),( Mirar|56)
